order_id,customer_id,order_date,order_value,product_category,quantity,discount_pct,payment_method,return_flag
O00381,C0053,2023-04-28,262.14,Home & Garden,3,5,PayPal,N
O00382,C0053,2023-07-27,149.25,Toys,1,0,Debit Card,N
O00383,C0053,2023-11-02,168.7,Electronics,5,10,Debit Card,N
O00384,C0053,2023-11-28,233.97,Electronics,4,15,PayPal,Y
O00385,C0054,2022-01-02,100.85,Toys,1,10,PayPal,N
O00386,C0054,2022-01-04,149.32,Sports,1,0,Apple Pay,N
O00387,C0054,2022-01-07,142.62,Books,5,10,Debit Card,N
O00388,C0054,2022-01-08,171.21,Clothing,5,15,Bank Transfer,N
O00389,C0054,2022-02-11,78.06,Clothing,4,0,Bank Transfer,N
O00390,C0054,2022-02-12,162.25,Automotive,2,0,Apple Pay,N
O00391,C0054,2022-02-14,57.26,Automotive,4,0,Apple Pay,N
O00392,C0054,2022-02-23,69.87,Electronics,1,0,Bank Transfer,N
O00393,C0055,2022-03-18,69.3,Books,3,5,Credit Card,N
O00394,C0055,2022-04-14,168.24,Electronics,3,0,PayPal,N
O00395,C0055,2022-09-20,155.55,Clothing,1,0,Debit Card,N
O00396,C0055,2023-06-08,85.87,Food & Grocery,5,0,Credit Card,N
O00397,C0055,2023-10-22,168.54,Home & Garden,1,5,Apple Pay,N
O00398,C0056,2023-05-05,123.99,Home & Garden,1,0,Credit Card,N
O00399,C0056,2023-12-08,33.48,Health,4,20,Bank Transfer,N
O00400,C0057,2023-01-03,17.45,Home & Garden,4,5,Credit Card,N
O00401,C0057,2023-09-19,52.46,Clothing,3,15,PayPal,N
O00402,C0058,2022-08-18,149.1,Clothing,4,15,Debit Card,N
O00403,C0058,2022-12-13,88.78,Toys,2,20,Bank Transfer,Y
O00404,C0058,2023-06-16,39.28,Home & Garden,5,20,Apple Pay,N
O00405,C0058,2023-06-20,177.8,Clothing,4,0,Debit Card,N
O00406,C0058,2023-06-22,194.92,Electronics,5,0,Bank Transfer,N
O00407,C0058,2023-08-02,98.56,Sports,1,5,Apple Pay,Y
O00408,C0058,2023-08-14,106.18,Food & Grocery,4,0,Credit Card,N
O00409,C0058,2023-11-17,156.69,Electronics,1,5,Apple Pay,N
O00410,C0058,2023-12-06,124.71,Electronics,1,20,Bank Transfer,Y
O00411,C0059,2022-02-25,380.68,Clothing,1,20,Debit Card,N
O00412,C0059,2022-07-31,223.37,Books,5,10,PayPal,N
O00413,C0059,2022-08-17,99.23,Home & Garden,4,0,Apple Pay,N
O00414,C0059,2022-12-06,186.8,Sports,2,0,Apple Pay,N
O00415,C0059,2022-12-16,271.96,Sports,3,0,Apple Pay,N
O00416,C0059,2023-01-08,469.18,Health,1,20,Apple Pay,N
O00417,C0059,2023-01-08,356.55,Automotive,2,5,Credit Card,Y
O00418,C0059,2023-04-11,389.21,Automotive,4,20,Bank Transfer,N
O00419,C0059,2023-04-13,468.24,Home & Garden,5,0,Debit Card,N
O00420,C0059,2023-04-30,242.71,Health,5,0,Bank Transfer,N
O00421,C0059,2023-06-05,255.84,Health,2,0,Apple Pay,N
O00422,C0059,2023-07-28,487.61,Food & Grocery,2,0,Apple Pay,Y
O00423,C0059,2023-07-30,374.01,Automotive,3,20,Bank Transfer,N
O00424,C0059,2023-09-07,378.99,Automotive,2,0,Debit Card,Y
O00425,C0059,2023-09-27,380.04,Beauty,2,15,Debit Card,Y
O00426,C0059,2023-11-02,307.85,Beauty,1,20,PayPal,Y
O00427,C0059,2023-11-04,281.76,Health,4,15,Bank Transfer,N
O00428,C0059,2023-11-19,448.54,Toys,1,10,Credit Card,N
O00429,C0060,2022-01-29,54.71,Home & Garden,3,15,PayPal,N
O00430,C0060,2022-04-13,129.12,Books,2,20,Bank Transfer,N
O00431,C0061,2022-04-15,359.09,Toys,4,5,PayPal,Y
O00432,C0061,2022-08-18,102.6,Books,2,10,Apple Pay,N
O00433,C0061,2022-09-01,462.82,Beauty,5,10,Bank Transfer,N
O00434,C0061,2022-10-22,405.98,Sports,3,5,Debit Card,N
O00435,C0061,2023-02-03,158.53,Home & Garden,5,0,Apple Pay,N
O00436,C0061,2023-06-08,259.97,Automotive,3,0,Debit Card,Y
O00437,C0061,2023-07-29,435.33,Electronics,3,5,Debit Card,N
O00438,C0061,2023-07-30,144.56,Beauty,5,0,Bank Transfer,N
O00439,C0061,2023-09-23,286.03,Health,5,0,Credit Card,N
O00440,C0061,2023-10-25,300.67,Home & Garden,5,0,Bank Transfer,N
O00441,C0061,2023-11-23,254.69,Automotive,4,0,PayPal,N
O00442,C0061,2023-12-11,451.03,Beauty,3,0,PayPal,N
O00443,C0061,2023-12-14,479.13,Health,5,5,Bank Transfer,N
O00444,C0062,2022-02-10,240.18,Clothing,4,0,Bank Transfer,N
O00445,C0062,2022-09-04,90.38,Automotive,3,10,Bank Transfer,N
O00446,C0062,2022-09-07,284.46,Books,2,0,Bank Transfer,N
O00447,C0062,2022-11-25,478.25,Home & Garden,5,10,Credit Card,N
O00448,C0062,2023-04-02,168.53,Sports,4,20,Credit Card,N
O00449,C0062,2023-09-21,305.86,Toys,1,15,Debit Card,N
O00450,C0062,2023-09-29,272.87,Beauty,1,0,Credit Card,N
O00451,C0062,2023-10-20,154.76,Books,5,0,Bank Transfer,N
O00452,C0062,2023-11-30,462.61,Toys,4,5,Apple Pay,N
O00453,C0063,2022-01-04,124.58,Books,5,0,PayPal,N
O00454,C0063,2022-01-24,240.19,Electronics,4,0,Bank Transfer,N
O00455,C0063,2022-02-02,137.28,Toys,5,0,Debit Card,N
O00456,C0063,2022-02-07,364.46,Beauty,1,10,Bank Transfer,N
O00457,C0063,2022-03-02,131.76,Electronics,5,10,Apple Pay,Y
O00458,C0063,2022-07-03,309.96,Clothing,3,0,PayPal,N
O00459,C0063,2022-09-15,253.31,Automotive,2,0,Debit Card,N
O00460,C0063,2022-10-01,339.09,Books,2,0,Debit Card,Y
O00461,C0063,2022-10-27,437.95,Automotive,4,15,Bank Transfer,N
O00462,C0063,2022-11-13,202.07,Clothing,3,0,Debit Card,Y
O00463,C0063,2022-11-25,284.62,Beauty,3,0,Debit Card,N
O00464,C0063,2022-12-25,199.76,Clothing,2,0,Apple Pay,N
O00465,C0063,2023-01-04,217.91,Books,5,0,Bank Transfer,Y
O00466,C0064,2022-01-05,387.85,Food & Grocery,4,5,PayPal,N
O00467,C0064,2022-05-18,284.53,Clothing,2,15,Bank Transfer,N
O00468,C0064,2022-06-22,433.55,Home & Garden,5,0,PayPal,N
O00469,C0064,2022-08-15,385.52,Electronics,5,15,Credit Card,Y
O00470,C0064,2022-09-10,323.14,Health,2,0,Bank Transfer,N
O00471,C0064,2022-10-11,308.26,Automotive,4,15,Debit Card,N
O00472,C0064,2022-11-17,244.85,Health,3,0,Apple Pay,Y
O00473,C0064,2023-01-04,294.37,Toys,3,10,Credit Card,N
O00474,C0064,2023-03-15,436.15,Health,2,20,Bank Transfer,N
O00475,C0064,2023-03-23,267.41,Home & Garden,5,10,Debit Card,N
O00476,C0064,2023-10-19,474.45,Electronics,2,20,Apple Pay,N
O00477,C0064,2023-11-27,106.4,Beauty,2,0,Debit Card,Y
O00478,C0064,2023-12-31,461.24,Beauty,4,5,Apple Pay,N
O00479,C0065,2022-11-28,23.77,Automotive,3,20,PayPal,Y
O00480,C0066,2023-01-10,70.53,Clothing,5,0,Apple Pay,N
O00481,C0066,2023-01-21,58.89,Beauty,3,5,Apple Pay,Y
O00482,C0066,2023-01-23,15.56,Home & Garden,4,0,Debit Card,N
O00483,C0066,2023-08-25,58.74,Books,2,0,Debit Card,N
O00484,C0066,2023-11-01,45.79,Clothing,2,5,PayPal,N
O00485,C0067,2022-06-15,70.02,Toys,1,0,Credit Card,N
O00486,C0067,2022-08-04,63.75,Home & Garden,2,15,Bank Transfer,N
O00487,C0067,2023-05-06,90.72,Home & Garden,1,0,PayPal,N
O00488,C0067,2023-08-28,58.91,Toys,5,10,Credit Card,N
O00489,C0068,2022-05-27,424.59,Home & Garden,5,15,Bank Transfer,N
O00490,C0068,2022-06-24,150.44,Beauty,4,10,Bank Transfer,N
O00491,C0068,2022-08-13,176.52,Toys,2,0,Credit Card,N
O00492,C0068,2023-02-25,299.54,Automotive,4,20,Debit Card,Y
O00493,C0068,2023-04-28,120.45,Food & Grocery,5,10,Credit Card,Y
O00494,C0068,2023-05-09,291.4,Clothing,1,5,Debit Card,Y
O00495,C0068,2023-08-20,306.5,Electronics,4,10,Apple Pay,N
O00496,C0068,2023-09-08,447.43,Automotive,4,0,Apple Pay,N
O00497,C0068,2023-09-14,227.22,Health,1,5,Debit Card,N
O00498,C0069,2022-03-27,49.73,Sports,1,15,Credit Card,Y
O00499,C0069,2022-10-18,59.42,Automotive,1,5,Debit Card,N
O00500,C0069,2023-07-11,49.75,Clothing,2,5,Bank Transfer,N
O00501,C0069,2023-09-05,37.21,Automotive,4,10,PayPal,Y
O00502,C0070,2022-07-28,60.38,Automotive,5,5,PayPal,N
O00503,C0070,2023-02-11,128.2,Toys,2,20,Credit Card,N
O00504,C0070,2023-02-28,105.92,Home & Garden,1,0,Bank Transfer,N
O00505,C0070,2023-05-10,163.63,Automotive,5,15,Credit Card,N
O00506,C0070,2023-07-20,96.15,Electronics,1,20,Debit Card,N
O00507,C0070,2023-07-25,187.4,Toys,1,0,PayPal,N
O00508,C0071,2022-01-25,67.19,Automotive,3,15,Bank Transfer,N
O00509,C0071,2022-01-26,95.39,Home & Garden,4,5,Credit Card,N
O00510,C0071,2022-02-16,87.3,Automotive,3,0,Credit Card,Y
O00511,C0072,2022-02-06,45.58,Electronics,2,0,PayPal,N
O00512,C0072,2022-06-23,45.02,Toys,4,10,Debit Card,Y
O00513,C0072,2022-08-26,16.31,Clothing,1,10,PayPal,Y
O00514,C0072,2023-09-22,92.78,Beauty,3,20,PayPal,N
O00515,C0072,2023-11-22,66.54,Sports,4,5,Bank Transfer,N
O00516,C0073,2022-03-16,185.06,Food & Grocery,4,10,Apple Pay,N
O00517,C0073,2022-04-20,398.14,Food & Grocery,4,10,Credit Card,N
O00518,C0073,2022-04-30,128.83,Clothing,4,15,Debit Card,N
O00519,C0073,2022-09-21,416.07,Toys,3,10,Bank Transfer,N
O00520,C0073,2022-10-29,374.34,Books,2,0,Credit Card,N
O00521,C0073,2022-12-15,362.95,Beauty,1,10,Debit Card,N
O00522,C0073,2023-05-31,211.83,Sports,5,0,Debit Card,N
O00523,C0073,2023-06-03,289.58,Sports,2,15,Debit Card,N
O00524,C0073,2023-06-10,166.85,Sports,2,20,Bank Transfer,N
O00525,C0073,2023-07-05,145.52,Clothing,1,0,Apple Pay,Y
O00526,C0073,2023-07-27,82.78,Automotive,1,20,Apple Pay,N
O00527,C0073,2023-08-12,340.68,Food & Grocery,5,20,PayPal,N
O00528,C0074,2022-10-14,48.82,Health,2,0,Bank Transfer,N
O00529,C0074,2023-06-08,55.66,Automotive,1,10,PayPal,N
O00530,C0075,2022-01-09,144.6,Toys,5,0,PayPal,N
O00531,C0075,2022-01-13,134.17,Books,2,10,PayPal,N
O00532,C0075,2022-05-04,75.8,Health,3,0,Debit Card,N
O00533,C0075,2022-06-28,102.07,Toys,3,0,Apple Pay,N
O00534,C0075,2022-11-20,106.62,Health,2,10,Debit Card,N
O00535,C0075,2023-04-14,152.54,Sports,5,5,Apple Pay,N
O00536,C0075,2023-04-17,54.79,Home & Garden,4,20,Credit Card,N
O00537,C0075,2023-06-15,101.66,Home & Garden,5,10,PayPal,N
O00538,C0075,2023-12-07,81.01,Automotive,5,0,Apple Pay,N
O00539,C0075,2023-12-17,147.39,Electronics,2,20,PayPal,N
O00540,C0076,2022-05-14,66.84,Automotive,3,0,Credit Card,N
O00541,C0076,2022-06-21,35.76,Health,2,10,Bank Transfer,Y
O00542,C0076,2022-07-04,42.69,Books,3,0,Bank Transfer,N
O00543,C0077,2022-02-06,102.12,Home & Garden,2,15,PayPal,N
O00544,C0077,2022-02-18,102.07,Health,4,20,Credit Card,N
O00545,C0077,2022-03-01,41.06,Sports,3,0,PayPal,N
O00546,C0078,2022-06-21,61.26,Electronics,2,15,Debit Card,N
O00547,C0078,2022-10-05,189.87,Clothing,2,0,Apple Pay,N
O00548,C0078,2023-01-07,46.24,Food & Grocery,5,0,Credit Card,N
O00549,C0078,2023-02-28,119.08,Clothing,1,0,Bank Transfer,N
O00550,C0078,2023-04-01,44.33,Toys,3,0,Debit Card,N
O00551,C0078,2023-04-07,105.34,Home & Garden,2,10,Debit Card,N
O00552,C0078,2023-06-18,35.98,Beauty,3,20,Apple Pay,N
O00553,C0078,2023-08-25,195.75,Automotive,3,10,Apple Pay,N
O00554,C0079,2022-08-22,117.36,Health,4,10,Bank Transfer,N
O00555,C0079,2022-11-02,138.16,Food & Grocery,5,0,Credit Card,N
O00556,C0079,2022-11-20,60.02,Toys,3,0,PayPal,N
O00557,C0080,2022-05-20,120.97,Food & Grocery,4,0,Credit Card,N
O00558,C0080,2022-10-21,165.65,Health,2,20,Credit Card,Y
O00559,C0080,2022-12-19,93.52,Toys,5,5,Apple Pay,N
O00560,C0080,2023-04-26,57.76,Toys,4,0,PayPal,N
O00561,C0081,2022-10-06,156.3,Books,4,0,Credit Card,N
O00562,C0081,2022-10-19,53.23,Clothing,4,10,Apple Pay,N
O00563,C0081,2023-06-14,149.08,Food & Grocery,2,0,Credit Card,N
O00564,C0081,2023-09-20,38.44,Automotive,1,0,Credit Card,N
O00565,C0081,2023-10-27,75.76,Food & Grocery,1,0,Credit Card,N
O00566,C0081,2023-12-03,32.5,Sports,3,5,PayPal,N
O00567,C0081,2023-12-12,199.65,Food & Grocery,1,0,Credit Card,N
O00568,C0082,2022-01-19,61.17,Home & Garden,2,20,PayPal,N
O00569,C0083,2022-01-18,155.0,Clothing,5,15,Debit Card,N
O00570,C0083,2022-04-12,96.15,Books,3,0,Credit Card,Y
O00571,C0083,2022-05-07,118.56,Books,4,15,PayPal,N
O00572,C0083,2022-05-08,91.27,Electronics,2,0,Debit Card,N
O00573,C0083,2022-07-17,85.17,Home & Garden,3,10,Credit Card,N
O00574,C0083,2022-08-15,164.15,Electronics,1,10,Apple Pay,Y
O00575,C0083,2022-08-24,56.35,Clothing,2,0,Apple Pay,N
O00576,C0083,2023-01-01,146.61,Beauty,1,0,PayPal,N
O00577,C0083,2023-01-13,149.23,Clothing,2,5,Debit Card,N
O00578,C0083,2023-01-30,196.88,Beauty,4,15,Debit Card,N
O00579,C0084,2022-01-21,83.09,Food & Grocery,5,0,Bank Transfer,N
O00580,C0084,2022-03-10,44.67,Home & Garden,5,0,PayPal,N
O00581,C0084,2022-05-09,55.79,Health,5,0,Credit Card,Y
O00582,C0085,2022-01-01,161.91,Automotive,4,15,Debit Card,N
O00583,C0085,2022-09-27,135.35,Beauty,5,0,PayPal,N
O00584,C0085,2023-01-11,141.91,Automotive,4,0,Bank Transfer,N
O00585,C0085,2023-04-10,160.17,Home & Garden,5,0,PayPal,N
O00586,C0085,2023-07-09,138.95,Clothing,1,10,Credit Card,N
O00587,C0086,2022-02-02,172.17,Food & Grocery,5,10,Bank Transfer,N
O00588,C0086,2022-02-02,38.34,Sports,5,15,Credit Card,N
O00589,C0086,2022-04-12,188.14,Sports,4,20,Credit Card,N
O00590,C0086,2022-04-20,166.17,Electronics,3,10,Apple Pay,N
O00591,C0086,2022-07-02,165.02,Electronics,5,0,Bank Transfer,N
O00592,C0086,2022-07-16,154.83,Books,1,0,Bank Transfer,N
O00593,C0086,2022-07-26,47.21,Sports,5,5,Debit Card,N
O00594,C0086,2023-05-13,119.45,Sports,5,15,Debit Card,Y
O00595,C0086,2023-08-08,157.36,Toys,1,20,Bank Transfer,N
O00596,C0086,2023-10-20,144.66,Toys,1,0,Debit Card,Y
O00597,C0087,2022-06-11,52.66,Beauty,3,10,PayPal,N
O00598,C0087,2023-07-01,50.05,Toys,3,10,Debit Card,Y
O00599,C0087,2023-09-07,61.38,Toys,5,15,PayPal,N
O00600,C0087,2023-11-05,96.74,Food & Grocery,4,0,Credit Card,N
O00601,C0088,2022-01-01,95.85,Beauty,2,0,PayPal,N
O00602,C0088,2022-01-03,453.64,Sports,2,0,PayPal,N
O00603,C0088,2022-01-13,319.6,Health,2,15,Credit Card,N
O00604,C0088,2022-01-20,413.02,Home & Garden,4,20,Bank Transfer,N
O00605,C0088,2022-01-28,330.0,Books,1,15,Bank Transfer,N
O00606,C0088,2022-01-29,112.96,Electronics,3,0,Apple Pay,N
O00607,C0088,2022-02-05,470.7,Clothing,2,15,Bank Transfer,N
O00608,C0088,2022-02-08,346.23,Toys,1,0,Bank Transfer,N
O00609,C0088,2022-02-08,214.11,Health,2,0,Bank Transfer,N
O00610,C0088,2022-02-10,144.34,Toys,4,20,Bank Transfer,Y
O00611,C0088,2022-03-07,291.99,Sports,4,0,Apple Pay,N
O00612,C0088,2022-03-12,135.52,Clothing,4,10,Credit Card,Y
O00613,C0088,2022-03-13,247.66,Clothing,4,10,Apple Pay,N
O00614,C0088,2022-03-15,400.05,Food & Grocery,5,0,Apple Pay,N
O00615,C0088,2022-03-15,353.94,Sports,5,10,Bank Transfer,N
O00616,C0088,2022-03-30,181.77,Books,4,0,Bank Transfer,N
O00617,C0088,2022-04-09,127.26,Toys,4,0,PayPal,N
O00618,C0089,2022-01-13,98.95,Health,4,10,Debit Card,N
O00619,C0089,2022-03-28,18.81,Sports,2,15,PayPal,N
O00620,C0089,2022-06-06,79.41,Clothing,1,15,Credit Card,N
O00621,C0090,2022-01-15,310.5,Health,2,15,Credit Card,N
O00622,C0090,2022-01-24,324.86,Automotive,1,0,Debit Card,N
O00623,C0090,2022-04-24,199.29,Health,3,0,Apple Pay,N
O00624,C0090,2022-07-28,107.97,Books,3,20,Credit Card,N
O00625,C0090,2022-08-03,202.85,Toys,2,5,Bank Transfer,N
O00626,C0090,2022-08-05,459.63,Food & Grocery,5,10,Credit Card,N
O00627,C0090,2022-09-22,163.53,Food & Grocery,5,15,Credit Card,N
O00628,C0090,2022-10-22,183.9,Automotive,3,0,Apple Pay,N
O00629,C0090,2022-11-09,392.64,Electronics,3,15,PayPal,N
O00630,C0090,2022-12-06,342.6,Sports,5,0,Credit Card,N
O00631,C0090,2022-12-18,449.04,Electronics,5,0,Debit Card,N
O00632,C0090,2023-04-06,223.55,Toys,2,0,Apple Pay,Y
O00633,C0090,2023-04-28,483.45,Health,2,5,Debit Card,Y
O00634,C0090,2023-06-20,144.15,Books,5,0,Apple Pay,Y
O00635,C0090,2023-07-05,135.34,Home & Garden,5,10,Debit Card,N
O00636,C0090,2023-07-14,209.78,Automotive,2,5,Debit Card,Y
O00637,C0090,2023-12-12,465.19,Beauty,1,10,Bank Transfer,N
O00638,C0091,2022-01-04,80.06,Toys,4,0,Apple Pay,N
O00639,C0091,2022-04-04,27.92,Sports,1,0,Debit Card,N
O00640,C0092,2023-08-04,50.02,Sports,2,15,Credit Card,N
O00641,C0092,2023-09-13,30.33,Food & Grocery,2,10,Bank Transfer,N
O00642,C0092,2023-09-20,112.56,Beauty,2,20,Apple Pay,N
O00643,C0093,2022-01-16,285.78,Beauty,4,0,Apple Pay,N
O00644,C0093,2022-02-03,406.01,Health,4,15,PayPal,N
O00645,C0093,2022-03-09,336.83,Health,5,10,Bank Transfer,N
O00646,C0093,2022-07-01,298.67,Food & Grocery,4,20,Credit Card,N
O00647,C0093,2022-07-17,297.86,Toys,1,10,Apple Pay,Y
O00648,C0093,2022-07-27,401.37,Electronics,2,0,Apple Pay,N
O00649,C0093,2022-07-29,451.45,Books,4,0,Apple Pay,N
O00650,C0093,2022-08-16,337.52,Electronics,5,0,Apple Pay,N
O00651,C0093,2022-08-20,117.99,Automotive,1,0,Bank Transfer,Y
O00652,C0093,2022-10-04,136.83,Toys,3,5,Credit Card,N
O00653,C0093,2023-02-23,270.55,Sports,4,0,PayPal,N
O00654,C0093,2023-02-27,370.52,Home & Garden,1,0,Credit Card,N
O00655,C0093,2023-03-26,346.31,Clothing,5,15,Apple Pay,Y
O00656,C0093,2023-09-24,337.07,Home & Garden,4,10,Apple Pay,N
O00657,C0093,2023-11-19,402.67,Beauty,5,20,Debit Card,N
O00658,C0094,2022-01-27,41.19,Food & Grocery,3,15,Debit Card,N
O00659,C0094,2022-08-03,91.38,Sports,1,10,PayPal,N
O00660,C0095,2022-01-03,33.43,Food & Grocery,4,5,Apple Pay,N
O00661,C0095,2022-05-02,66.1,Electronics,2,10,PayPal,Y
O00662,C0095,2022-09-10,68.43,Sports,1,0,Debit Card,N
O00663,C0095,2022-10-06,70.53,Electronics,2,20,Credit Card,Y
O00664,C0096,2022-02-20,394.72,Beauty,1,0,PayPal,N
O00665,C0096,2022-03-31,234.8,Toys,1,20,Apple Pay,Y
O00666,C0096,2022-04-22,107.27,Food & Grocery,2,0,PayPal,N
O00667,C0096,2022-06-15,301.36,Automotive,2,15,Debit Card,Y
O00668,C0096,2022-07-01,104.44,Health,5,0,Apple Pay,Y
O00669,C0096,2022-07-02,472.23,Books,4,10,PayPal,N
O00670,C0096,2022-10-19,300.66,Health,3,0,Bank Transfer,Y
O00671,C0096,2023-03-03,288.49,Food & Grocery,4,20,Debit Card,Y
O00672,C0096,2023-04-12,177.74,Books,2,0,Credit Card,N
O00673,C0096,2023-07-30,275.25,Clothing,2,20,Bank Transfer,N
O00674,C0096,2023-08-10,253.9,Beauty,3,10,Debit Card,N
O00675,C0096,2023-09-02,349.06,Books,3,20,Credit Card,N
O00676,C0096,2023-09-18,206.12,Automotive,3,20,Credit Card,N
O00677,C0096,2023-11-08,368.05,Beauty,4,15,Bank Transfer,Y
O00678,C0096,2023-11-20,483.25,Home & Garden,2,0,PayPal,N
O00679,C0096,2023-12-10,464.79,Electronics,2,5,Debit Card,N
O00680,C0096,2023-12-18,454.66,Automotive,3,5,Apple Pay,N
O00681,C0097,2022-01-10,32.7,Beauty,3,0,Debit Card,N
O00682,C0097,2022-06-11,86.46,Beauty,4,15,Bank Transfer,N
O00683,C0097,2022-10-02,63.53,Toys,2,10,Credit Card,N
O00684,C0097,2022-10-12,74.95,Beauty,1,0,Apple Pay,N
O00685,C0097,2022-12-14,57.25,Sports,3,5,PayPal,N
O00686,C0098,2022-01-26,165.83,Automotive,2,0,PayPal,N
O00687,C0098,2022-02-08,154.51,Automotive,3,20,PayPal,N
O00688,C0098,2022-04-05,160.81,Clothing,5,15,Debit Card,N
O00689,C0098,2022-04-25,153.18,Food & Grocery,4,15,Bank Transfer,N
O00690,C0098,2022-07-26,30.7,Electronics,5,20,Credit Card,N
O00691,C0098,2023-01-19,109.37,Electronics,1,10,PayPal,N
O00692,C0098,2023-03-31,128.19,Books,2,0,Debit Card,N
O00693,C0098,2023-06-03,78.72,Automotive,3,20,Apple Pay,N
O00694,C0099,2022-01-04,62.57,Clothing,2,10,PayPal,Y
O00695,C0099,2022-01-30,42.07,Home & Garden,3,10,Debit Card,N
O00696,C0099,2022-06-09,21.06,Health,3,10,Apple Pay,N
O00697,C0100,2022-01-26,47.61,Clothing,4,5,Debit Card,Y
O00698,C0100,2022-02-24,90.76,Food & Grocery,5,0,PayPal,N
O00699,C0101,2023-07-01,21.68,Food & Grocery,5,0,Credit Card,N
O00700,C0101,2023-11-18,23.27,Books,4,5,Debit Card,N
O00701,C0102,2023-09-24,53.55,Beauty,4,0,PayPal,N
O00702,C0103,2022-01-15,54.21,Home & Garden,3,20,PayPal,Y
O00703,C0103,2022-02-14,63.85,Automotive,1,5,Credit Card,N
O00704,C0103,2022-03-02,62.27,Clothing,3,10,Apple Pay,N
O00705,C0103,2022-03-03,65.2,Sports,5,0,Bank Transfer,N
O00706,C0104,2022-02-23,81.67,Toys,5,20,PayPal,Y
O00707,C0104,2022-04-21,74.0,Home & Garden,1,15,Bank Transfer,N
O00708,C0104,2022-06-01,24.72,Health,4,0,Bank Transfer,N
O00709,C0104,2022-06-27,84.87,Home & Garden,3,5,Credit Card,Y
O00710,C0105,2023-09-03,80.56,Toys,3,5,Credit Card,N
O00711,C0106,2023-08-18,137.42,Electronics,2,15,Debit Card,N
O00712,C0107,2022-04-11,40.48,Books,4,15,PayPal,N
O00713,C0107,2022-04-16,64.53,Health,5,5,Debit Card,N
O00714,C0107,2022-06-12,20.3,Automotive,1,0,Bank Transfer,N
O00715,C0107,2022-08-17,24.32,Books,1,0,Apple Pay,Y
O00716,C0107,2022-10-23,48.51,Beauty,4,5,Apple Pay,N
O00717,C0108,2022-01-18,172.79,Home & Garden,3,20,Debit Card,N
O00718,C0108,2022-01-25,31.97,Electronics,2,15,Apple Pay,N
O00719,C0108,2022-02-16,195.75,Home & Garden,1,0,Apple Pay,N
O00720,C0108,2022-02-19,181.91,Health,4,10,Debit Card,N
O00721,C0108,2022-03-02,116.6,Automotive,4,5,PayPal,N
O00722,C0108,2022-03-13,61.58,Health,1,10,Apple Pay,N
O00723,C0108,2022-04-18,151.06,Books,4,10,Bank Transfer,N
O00724,C0108,2022-04-29,35.69,Electronics,5,5,PayPal,N
O00725,C0109,2022-03-22,118.97,Health,1,0,Apple Pay,N
O00726,C0109,2022-03-23,146.29,Automotive,5,0,Bank Transfer,N
O00727,C0109,2022-05-26,183.61,Automotive,1,5,Apple Pay,Y
O00728,C0109,2022-10-14,184.03,Health,3,5,PayPal,N
O00729,C0109,2023-04-22,79.17,Electronics,5,15,PayPal,Y
O00730,C0109,2023-06-14,74.28,Food & Grocery,5,0,Bank Transfer,N
O00731,C0109,2023-06-24,141.57,Books,5,0,PayPal,N
O00732,C0109,2023-12-09,44.03,Automotive,1,20,PayPal,N
O00733,C0110,2022-10-09,131.52,Electronics,1,10,Debit Card,Y
O00734,C0111,2022-03-31,121.73,Sports,4,0,Bank Transfer,N
O00735,C0111,2022-05-14,64.57,Clothing,2,10,Debit Card,N
O00736,C0111,2022-07-09,117.86,Toys,4,0,Apple Pay,N
O00737,C0112,2022-02-23,280.03,Automotive,2,5,Apple Pay,N
O00738,C0112,2022-02-25,190.3,Automotive,4,0,PayPal,N
O00739,C0112,2022-04-29,240.44,Beauty,5,15,Credit Card,N
O00740,C0112,2022-06-21,465.44,Beauty,4,10,PayPal,N
O00741,C0112,2022-09-28,193.54,Clothing,3,15,Bank Transfer,N
O00742,C0112,2022-11-05,273.67,Sports,5,20,Debit Card,Y
O00743,C0112,2022-12-20,221.71,Home & Garden,3,10,Credit Card,N
O00744,C0112,2023-02-13,429.31,Electronics,4,0,Bank Transfer,N
O00745,C0112,2023-04-21,367.91,Beauty,2,15,PayPal,N
O00746,C0112,2023-05-03,161.09,Electronics,5,0,Credit Card,Y
O00747,C0112,2023-10-20,355.77,Sports,5,15,Credit Card,N
O00748,C0113,2022-05-14,68.87,Health,2,0,Debit Card,N
O00749,C0114,2022-02-05,120.02,Beauty,3,0,Credit Card,N
O00750,C0114,2022-02-28,121.02,Toys,4,0,Credit Card,N
O00751,C0115,2022-01-26,30.17,Food & Grocery,1,0,Bank Transfer,N
O00752,C0115,2022-02-20,33.56,Clothing,4,15,PayPal,N
O00753,C0115,2022-03-04,17.96,Clothing,5,15,PayPal,N
O00754,C0116,2022-06-02,104.87,Electronics,1,15,Apple Pay,N
O00755,C0117,2023-02-05,15.31,Food & Grocery,4,5,Apple Pay,N
O00756,C0117,2023-08-12,60.91,Electronics,4,15,Apple Pay,N
O00757,C0118,2022-03-19,72.08,Clothing,3,10,PayPal,N
O00758,C0118,2022-03-27,129.35,Books,2,0,Bank Transfer,N
O00759,C0118,2022-06-24,145.78,Sports,3,15,Apple Pay,N
O00760,C0119,2022-01-26,304.25,Food & Grocery,1,0,PayPal,N
O00761,C0119,2022-02-06,221.84,Electronics,4,0,Debit Card,Y
O00762,C0119,2022-03-06,272.52,Automotive,2,15,Bank Transfer,N
